,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,BallControl,Body Type,CAM,CB,CDM,CF,CM,Composure,Contract Valid Until,Crossing,Curve,Dribbling,FKAccuracy,Finishing,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,HeadingAccuracy,Interceptions,International Reputation,Jersey Number,Joined,Jumping,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Loaned From,LongPassing,LongShots,Marking,Penalties,Position,Positioning,Preferred Foot,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,Reactions,Real Face,Release Clause,ST,ShortPassing,ShotPower,Skill Moves,SlidingTackle,SprintSpeed,Stamina,StandingTackle,Strength,Vision,Volleys,Weak Foot,Work Rate
5233,229991,Fran Villalba,20,https://cdn.sofifa.org/players/4/19/229991.png,Spain,https://cdn.sofifa.org/flags/45.png,70,80,CD Numancia,https://cdn.sofifa.org/teams/2/light/477.png,€2.9M,€13K,1656,90,68,77,74,67,Normal,66+2,42+2,48+2,68+2,59+2,65,2021,63,66,68,59,73,11,11,11,7,11,51,20,1,11,"Jul 1, 2016",73,66+2,49+2,42+2,59+2,48+2,68+2,68+2,68+2,69+2,52+2,,53,64,28,56,ST,68,Left,66+2,49+2,42+2,59+2,48+2,68+2,68+2,68+2,69+2,52+2,68,No,€2.9M,68+2,64,74,3,22,81,77,25,63,58,63,3,Medium/ Medium
5234,173415,M. Knaller,31,https://cdn.sofifa.org/players/4/19/173415.png,Austria,https://cdn.sofifa.org/flags/4.png,70,70,FC Ingolstadt 04,https://cdn.sofifa.org/teams/2/light/111239.png,€1.1M,€11K,1024,67,73,74,74,75,Normal,68+2,66+2,68+2,66+2,68+2,69,2020,54,55,73,53,57,13,7,9,9,11,53,60,1,20,"Jul 1, 2016",57,68+2,65+2,66+2,68+2,68+2,66+2,66+2,62+2,66+2,65+2,,71,48,65,60,LCM,61,Right,68+2,65+2,66+2,68+2,68+2,66+2,66+2,62+2,66+2,65+2,59,No,€8.2M,62+2,74,64,3,69,65,61,76,66,73,50,3,Medium/ Medium
5235,240743,L. Sequeira,23,https://cdn.sofifa.org/players/4/19/240743.png,Argentina,https://cdn.sofifa.org/flags/52.png,70,78,Belgrano de Córdoba,https://cdn.sofifa.org/teams/2/light/111022.png,€2.6M,€8K,1698,62,67,63,58,66,Normal,57+2,68+2,66+2,55+2,60+2,68,2020,63,48,58,33,38,13,7,12,10,11,67,71,1,14,"Jul 1, 2018",79,57+2,66+2,68+2,60+2,66+2,55+2,59+2,53+2,57+2,65+2,,61,33,69,37,LCB,42,Right,57+2,66+2,68+2,60+2,66+2,55+2,59+2,53+2,57+2,65+2,67,No,€2.1M,53+2,66,44,2,66,63,62,68,75,59,25,4,Medium/ Medium
5236,184935,A. Bouka Moutou,29,https://cdn.sofifa.org/players/4/19/184935.png,Congo,https://cdn.sofifa.org/flags/107.png,70,70,Dijon FCO,https://cdn.sofifa.org/teams/2/light/110569.png,€1.3M,€8K,1680,85,64,65,75,66,Normal,57+2,68+2,64+2,57+2,57+2,58,2020,68,42,72,37,33,7,14,10,10,9,62,72,1,34,"Oct 8, 2013",73,57+2,69+2,68+2,57+2,64+2,57+2,62+2,55+2,61+2,69+2,,45,35,65,49,RB,56,Right,57+2,69+2,68+2,57+2,64+2,57+2,62+2,55+2,61+2,69+2,65,Yes,€4.5M,55+2,60,34,3,68,79,71,72,77,38,36,3,High/ Medium
5237,195687,Baena,29,https://cdn.sofifa.org/players/4/19/195687.png,Spain,https://cdn.sofifa.org/flags/45.png,70,70,Melbourne Victory,https://cdn.sofifa.org/teams/2/light/111397.png,€1.4M,€6K,1783,86,59,79,75,70,Normal,67+2,48+2,53+2,68+2,62+2,68,"Jun 30, 2019",67,69,74,56,66,11,8,10,6,11,43,36,1,22,,61,67+2,55+2,48+2,62+2,53+2,68+2,69+2,65+2,69+2,58+2,Manchester City,59,56,37,64,RM,68,Left,67+2,55+2,48+2,62+2,53+2,68+2,69+2,65+2,69+2,58+2,65,Yes,,65+2,64,67,3,48,78,70,39,62,62,59,2,Medium/ Medium
5238,197480,I. Saadi,26,https://cdn.sofifa.org/players/4/19/197480.png,Algeria,https://cdn.sofifa.org/flags/97.png,70,71,RC Strasbourg Alsace,https://cdn.sofifa.org/teams/2/light/76.png,€2.1M,€12K,1693,80,33,82,77,73,Lean,68+2,35+2,43+2,69+2,60+2,57,2022,64,43,76,38,67,9,12,7,12,7,62,20,1,27,"Jan 13, 2018",51,68+2,45+2,35+2,60+2,43+2,69+2,69+2,67+2,70+2,48+2,,58,59,20,59,LM,71,Left,68+2,45+2,35+2,60+2,43+2,69+2,69+2,67+2,70+2,48+2,64,Yes,€5.5M,67+2,64,64,3,14,76,64,17,50,62,56,3,Medium/ Medium
5239,139368,J. Shackell,34,https://cdn.sofifa.org/players/4/19/139368.png,England,https://cdn.sofifa.org/flags/14.png,70,70,Lincoln City,https://cdn.sofifa.org/teams/2/light/149.png,€550K,€10K,1517,78,25,91,80,70,Lean,67+2,34+2,45+2,66+2,59+2,66,2021,66,61,74,30,70,11,8,7,14,12,43,35,1,16,"Jul 1, 2018",49,67+2,45+2,34+2,59+2,45+2,66+2,68+2,63+2,69+2,49+2,,64,46,17,49,LW,66,Right,67+2,45+2,34+2,59+2,45+2,66+2,68+2,63+2,69+2,49+2,65,No,€3.9M,63+2,70,47,3,15,83,48,15,51,53,53,3,High/ Medium
5240,224104,D. Martínez,28,https://cdn.sofifa.org/players/4/19/224104.png,Argentina,https://cdn.sofifa.org/flags/52.png,70,70,Unión de Santa Fe,https://cdn.sofifa.org/teams/2/light/111716.png,€1.4M,€11K,1843,74,66,68,67,67,Normal,61+2,69+2,69+2,60+2,64+2,65,2021,50,33,65,29,51,11,11,7,12,14,56,72,1,6,"Jul 1, 2017",84,61+2,68+2,69+2,64+2,69+2,60+2,63+2,57+2,61+2,68+2,,58,43,68,33,LCM,39,Right,61+2,68+2,69+2,64+2,69+2,60+2,63+2,57+2,61+2,68+2,69,No,€3.6M,57+2,69,52,3,68,75,82,73,78,63,26,3,High/ High
5241,165736,D. Wheater,31,https://cdn.sofifa.org/players/4/19/165736.png,England,https://cdn.sofifa.org/flags/14.png,70,70,Bolton Wanderers,https://cdn.sofifa.org/teams/2/light/4.png,€1.2M,€6K,1509,83,63,79,58,67,Lean,67+2,46+2,50+2,68+2,60+2,64,2023,68,70,71,58,70,16,11,15,13,10,59,16,1,19,"Jan 1, 2018",65,67+2,51+2,46+2,60+2,50+2,68+2,68+2,67+2,69+2,54+2,,53,67,59,67,LM,68,Right,67+2,51+2,46+2,60+2,50+2,68+2,68+2,67+2,69+2,54+2,65,No,€3M,67+2,62,66,3,23,75,82,27,64,65,68,3,Medium/ Medium
5242,172904,L. Tomlin,29,https://cdn.sofifa.org/players/4/19/172904.png,England,https://cdn.sofifa.org/flags/14.png,70,70,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,€1.7M,€25K,1805,71,70,68,66,72,Normal,65+2,49+2,50+2,67+2,58+2,64,2021,46,56,69,67,71,11,8,12,12,8,69,29,1,19,"Jul 20, 2016",73,65+2,49+2,49+2,58+2,50+2,67+2,64+2,69+2,66+2,50+2,,47,56,37,56,ST,71,Right,65+2,49+2,49+2,58+2,50+2,67+2,64+2,69+2,66+2,50+2,60,No,€4.7M,69+2,66,71,3,34,74,57,29,77,57,64,3,Medium/ Low
5243,173160,N. Viola,28,https://cdn.sofifa.org/players/4/19/173160.png,Italy,https://cdn.sofifa.org/flags/27.png,70,70,Benevento,https://cdn.sofifa.org/teams/2/light/112026.png,€1.8M,€4K,1880,82,55,90,84,74,Lean,68+2,51+2,60+2,65+2,66+2,58,2023,64,71,74,53,49,9,12,7,7,8,33,41,1,36,"Jul 1, 2018",71,68+2,58+2,51+2,66+2,60+2,65+2,68+2,58+2,68+2,61+2,,65,59,65,44,CAM,58,Left,68+2,58+2,51+2,66+2,60+2,65+2,68+2,58+2,68+2,61+2,64,No,€4.9M,58+2,75,59,3,44,65,72,49,41,69,47,4,Medium/ Medium
5244,244584,O. Shevchenko,26,https://cdn.sofifa.org/players/4/19/244584.png,Ukraine,https://cdn.sofifa.org/flags/49.png,70,72,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,€1.5M,€1K,1002,62,78,58,54,69,Normal,62+2,43+2,46+2,65+2,57+2,72,2021,49,70,63,64,70,8,6,15,11,6,70,33,1,9,"Aug 22, 2018",72,62+2,43+2,43+2,57+2,46+2,65+2,62+2,69+2,63+2,46+2,,53,66,12,73,ST,68,Right,62+2,43+2,43+2,57+2,46+2,65+2,62+2,69+2,63+2,46+2,68,No,€2.6M,69+2,65,75,3,14,66,64,13,84,44,71,4,Medium/ Medium
5245,205929,N. Thomsen,25,https://cdn.sofifa.org/players/4/19/205929.png,Denmark,https://cdn.sofifa.org/flags/13.png,70,72,FC København,https://cdn.sofifa.org/teams/2/light/819.png,€2.2M,€11K,1750,86,29,91,75,70,Normal,67+2,41+2,46+2,68+2,59+2,60,2019,63,64,71,49,69,12,9,6,12,11,66,35,1,21,"Jul 1, 2018",86,67+2,48+2,41+2,59+2,46+2,68+2,67+2,69+2,69+2,51+2,,55,66,40,55,ST,68,Right,67+2,48+2,41+2,59+2,46+2,68+2,67+2,69+2,69+2,51+2,60,No,€2.7M,69+2,64,73,3,14,85,61,12,60,59,75,3,High/ Medium
5247,230249,Marlinito Dias,34,https://cdn.sofifa.org/players/4/19/230249.png,Brazil,https://cdn.sofifa.org/flags/54.png,70,70,Cruzeiro,https://cdn.sofifa.org/teams/2/light/568.png,€550K,€14K,1662,76,74,71,77,73,Normal,67+2,68+2,69+2,65+2,69+2,68,2019,60,37,72,34,30,12,11,9,12,10,56,65,1,18,"Jul 1, 2010",88,67+2,69+2,68+2,69+2,69+2,65+2,68+2,60+2,65+2,69+2,,67,65,64,37,CM,72,Right,67+2,69+2,68+2,69+2,69+2,65+2,68+2,60+2,65+2,69+2,68,No,€3M,60+2,66,55,3,70,74,90,69,76,69,54,2,High/ Medium
5248,236393,Marc Cardona,22,https://cdn.sofifa.org/players/4/19/236393.png,Spain,https://cdn.sofifa.org/flags/45.png,70,79,SD Eibar,https://cdn.sofifa.org/teams/2/light/467.png,€2.8M,€57K,1638,60,69,55,59,69,Lean,57+2,70+2,69+2,55+2,63+2,65,2023,50,50,59,29,22,11,12,14,9,12,70,67,1,6,"Jul 1, 2016",76,57+2,66+2,70+2,63+2,69+2,55+2,59+2,52+2,55+2,65+2,,67,23,69,40,CDM,50,Right,57+2,66+2,70+2,63+2,69+2,55+2,59+2,52+2,55+2,65+2,68,No,€5M,52+2,71,47,2,70,59,68,76,75,58,35,2,Medium/ Medium
5249,200298,J. Rivierez,29,https://cdn.sofifa.org/players/4/19/200298.png,France,https://cdn.sofifa.org/flags/18.png,70,70,FC Metz,https://cdn.sofifa.org/teams/2/light/68.png,€1.3M,€5K,1667,67,65,54,52,55,Lean,49+2,69+2,63+2,48+2,53+2,62,2020,31,34,45,25,33,5,7,13,5,11,74,65,1,25,"Dec 17, 2016",64,49+2,63+2,69+2,53+2,63+2,48+2,50+2,49+2,47+2,60+2,,62,25,70,42,CB,31,Left,49+2,63+2,69+2,53+2,63+2,48+2,50+2,49+2,47+2,60+2,56,No,€5.1M,49+2,59,45,2,72,76,64,75,78,47,22,2,Medium/ Medium
5250,200810,A. Crescenzi,26,https://cdn.sofifa.org/players/4/19/200810.png,Italy,https://cdn.sofifa.org/flags/27.png,70,71,Hellas Verona,https://cdn.sofifa.org/teams/2/light/206.png,€1.7M,€3K,1745,69,49,66,74,70,Lean,66+2,60+2,67+2,64+2,69+2,63,2019,67,54,63,62,59,11,15,6,14,7,48,73,1,7,"Jun 22, 2017",30,66+2,66+2,60+2,69+2,67+2,64+2,67+2,61+2,65+2,68+2,,70,63,58,63,LDM,59,Left,66+2,66+2,60+2,69+2,67+2,64+2,67+2,61+2,65+2,68+2,63,No,€4.2M,61+2,72,66,3,58,69,83,69,54,70,59,3,Medium/ Medium
5251,231530,José Arnáiz,23,https://cdn.sofifa.org/players/4/19/231530.png,Spain,https://cdn.sofifa.org/flags/45.png,70,79,CD Leganés,https://cdn.sofifa.org/teams/2/light/100888.png,€2.7M,€13K,1802,65,35,56,59,72,Lean,64+2,37+2,43+2,67+2,58+2,59,"Jun 30, 2019",48,50,65,51,72,6,8,8,10,12,68,19,1,20,,71,64+2,43+2,37+2,58+2,43+2,67+2,64+2,68+2,65+2,46+2,Sevilla FC,45,65,18,55,ST,70,Right,64+2,43+2,37+2,58+2,43+2,67+2,64+2,68+2,65+2,46+2,64,No,,68+2,66,69,3,15,73,71,14,66,56,71,3,Medium/ Medium
5252,215147,L. Giannetti,24,https://cdn.sofifa.org/players/4/19/215147.png,Argentina,https://cdn.sofifa.org/flags/52.png,70,78,Vélez Sarsfield,https://cdn.sofifa.org/teams/2/light/101088.png,€2.3M,€7K,1567,74,45,73,69,73,Lean,65+2,44+2,46+2,68+2,58+2,66,2021,40,47,70,43,74,6,11,14,9,9,68,29,1,18,"Jul 1, 2018",70,65+2,48+2,44+2,58+2,46+2,68+2,64+2,69+2,66+2,50+2,,39,63,27,72,RM,69,Right,65+2,48+2,44+2,58+2,46+2,68+2,64+2,69+2,66+2,50+2,62,No,€5.8M,69+2,59,72,3,24,77,78,30,65,57,52,3,High/ Medium
5253,178283,R. Boffin,30,https://cdn.sofifa.org/players/4/19/178283.png,Belgium,https://cdn.sofifa.org/flags/7.png,70,70,Antalyaspor,https://cdn.sofifa.org/teams/2/light/741.png,€1.1M,€8K,1159,63,75,55,61,46,Normal,43+2,68+2,61+2,43+2,49+2,59,2019,34,47,28,37,24,10,9,11,8,6,71,63,2,22,"Oct 25, 2018",73,43+2,61+2,68+2,49+2,61+2,43+2,45+2,47+2,42+2,58+2,,56,33,70,33,CB,26,Left,43+2,61+2,68+2,49+2,61+2,43+2,45+2,47+2,42+2,58+2,63,No,€2.1M,47+2,54,64,2,68,67,66,70,83,44,28,3,Medium/ Medium
5254,212332,R. Ramírez,28,https://cdn.sofifa.org/players/4/19/212332.png,Paraguay,https://cdn.sofifa.org/flags/58.png,70,70,Deportes Tolima,https://cdn.sofifa.org/teams/2/light/111722.png,€1.8M,€3K,1814,78,69,82,86,75,Normal,67+2,65+2,66+2,69+2,65+2,65,"May 31, 2019",73,76,77,56,59,9,12,16,15,13,49,64,1,20,,75,67+2,69+2,65+2,65+2,66+2,69+2,70+2,67+2,70+2,70+2,FC Barcelona,59,67,75,59,RB,66,Right,67+2,69+2,65+2,65+2,66+2,69+2,70+2,67+2,70+2,70+2,71,Yes,,67+2,69,78,3,67,83,66,65,54,49,56,2,High/ Medium
5255,219244,D. von Ballmoos,23,https://cdn.sofifa.org/players/4/19/219244.png,Switzerland,https://cdn.sofifa.org/flags/47.png,70,80,BSC Young Boys,https://cdn.sofifa.org/teams/2/light/900.png,€2.2M,€8K,1177,72,80,69,57,71,Normal,66+2,67+2,67+2,66+2,66+2,64,2021,72,66,73,51,58,6,15,15,7,9,63,59,2,16,"Feb 26, 2015",71,66+2,69+2,67+2,66+2,67+2,66+2,69+2,65+2,67+2,70+2,,68,55,55,59,RB,64,Right,66+2,69+2,67+2,66+2,67+2,66+2,69+2,65+2,67+2,70+2,69,No,,65+2,68,69,3,74,74,86,70,72,55,53,3,High/ Medium
5256,166764,T. Carson,30,https://cdn.sofifa.org/players/4/19/166764.png,Northern Ireland,https://cdn.sofifa.org/flags/35.png,70,70,Motherwell,https://cdn.sofifa.org/teams/2/light/83.png,€1.1M,€4K,1197,84,56,83,89,72,Normal,68+2,51+2,55+2,68+2,63+2,72,2020,64,61,76,55,62,9,14,14,15,8,46,30,1,20,"Jul 1, 2017",64,68+2,56+2,51+2,63+2,55+2,68+2,69+2,64+2,70+2,59+2,,53,60,59,53,RM,68,Right,68+2,56+2,51+2,63+2,55+2,68+2,69+2,64+2,70+2,59+2,63,No,€4.9M,64+2,63,60,3,37,80,72,51,53,70,57,4,Medium/ Medium
5257,190572,L. De Bock,25,https://cdn.sofifa.org/players/4/19/190572.png,Belgium,https://cdn.sofifa.org/flags/7.png,70,73,KV Oostende,https://cdn.sofifa.org/teams/2/light/682.png,€1.8M,€20K,1901,59,57,70,71,66,Lean,68+2,61+2,66+2,65+2,68+2,63,2022,59,41,67,56,64,13,6,12,14,13,41,68,1,10,"Jul 10, 2015",59,68+2,64+2,61+2,68+2,66+2,65+2,66+2,61+2,66+2,65+2,,69,66,67,45,CM,70,Right,68+2,64+2,61+2,68+2,66+2,65+2,66+2,61+2,66+2,65+2,72,No,€10.3M,61+2,72,51,3,66,58,65,64,50,71,44,3,High/ High
5258,193900,J. Hunt,27,https://cdn.sofifa.org/players/4/19/193900.png,England,https://cdn.sofifa.org/flags/14.png,70,71,Bristol City,https://cdn.sofifa.org/teams/2/light/1919.png,€1.6M,€21K,1823,71,87,73,83,72,Normal,69+2,68+2,70+2,68+2,69+2,70,2020,74,72,73,63,59,7,13,7,15,6,57,67,1,20,"Jul 1, 2018",71,69+2,69+2,68+2,69+2,70+2,68+2,70+2,65+2,69+2,70+2,,72,58,69,61,LB,65,Left,69+2,69+2,68+2,69+2,70+2,68+2,70+2,65+2,69+2,70+2,67,No,€2M,65+2,74,69,3,72,72,66,67,64,68,52,3,Medium/ Medium
5259,208493,T. Tawatha,26,https://cdn.sofifa.org/players/4/19/208493.png,Israel,https://cdn.sofifa.org/flags/26.png,70,70,Eintracht Frankfurt,https://cdn.sofifa.org/teams/2/light/1824.png,€1.5M,€16K,1739,39,73,60,34,72,Lean,66+2,47+2,49+2,67+2,60+2,66,"Jun 30, 2019",50,62,71,41,72,10,8,13,8,10,79,19,1,16,,78,66+2,43+2,47+2,60+2,49+2,67+2,63+2,68+2,64+2,45+2,River Plate,54,57,40,73,ST,65,Right,66+2,43+2,47+2,60+2,49+2,67+2,63+2,68+2,64+2,45+2,64,No,,68+2,73,72,3,18,63,44,24,75,68,66,3,High/ Low
5260,162926,P. Gallagher,33,https://cdn.sofifa.org/players/4/19/162926.png,Scotland,https://cdn.sofifa.org/flags/42.png,70,70,Preston North End,https://cdn.sofifa.org/teams/2/light/1801.png,€1M,€9K,1832,64,65,69,75,70,Stocky,67+2,45+2,47+2,68+2,59+2,70,2021,49,56,67,59,72,12,14,8,6,9,73,38,1,17,"Jan 17, 2018",72,67+2,43+2,45+2,59+2,47+2,68+2,63+2,69+2,66+2,45+2,,54,67,25,70,ST,72,Right,67+2,43+2,45+2,59+2,47+2,68+2,63+2,69+2,66+2,45+2,68,No,€844K,69+2,66,68,3,20,61,30,17,71,65,55,3,Medium/ Medium
5261,188782,M. Morrison,30,https://cdn.sofifa.org/players/4/19/188782.png,England,https://cdn.sofifa.org/flags/14.png,70,70,Birmingham City,https://cdn.sofifa.org/teams/2/light/88.png,€1.3M,€14K,1507,53,71,38,41,48,Stocky,40+2,69+2,62+2,40+2,47+2,69,2019,30,25,32,26,21,13,10,12,10,15,73,65,1,14,"Jul 1, 2013",49,40+2,60+2,69+2,47+2,62+2,40+2,42+2,44+2,39+2,57+2,,52,27,69,32,RCB,17,Right,40+2,60+2,69+2,47+2,62+2,40+2,42+2,44+2,39+2,57+2,63,No,€1.9M,44+2,66,52,2,67,60,61,71,92,21,19,3,Medium/ Medium
5262,192110,C. Fierro,23,https://cdn.sofifa.org/players/4/19/192110.png,Mexico,https://cdn.sofifa.org/flags/83.png,70,74,Monarcas Morelia,https://cdn.sofifa.org/teams/2/light/1028.png,€2.3M,€12K,1756,74,56,81,77,75,Lean,68+2,49+2,58+2,66+2,66+2,68,2020,75,72,75,75,45,8,8,6,15,10,25,44,1,21,"Jul 1, 2017",59,68+2,57+2,49+2,66+2,58+2,66+2,69+2,59+2,68+2,61+2,,66,61,35,61,RM,66,Left,68+2,57+2,49+2,66+2,58+2,66+2,69+2,59+2,68+2,61+2,60,No,€2.8M,59+2,70,70,3,52,69,69,53,57,69,56,3,High/ Medium
5263,210031,Bruno Moreira,30,https://cdn.sofifa.org/players/4/19/210031.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,70,Rio Ave FC,https://cdn.sofifa.org/teams/2/light/744.png,€1.7M,€6K,1670,91,32,83,82,71,Normal,69+2,39+2,45+2,69+2,60+2,62,2020,40,49,78,33,67,15,10,14,13,5,63,18,1,27,"Jul 1, 2016",67,69+2,44+2,39+2,60+2,45+2,69+2,67+2,68+2,68+2,47+2,,60,55,22,61,ST,63,Right,69+2,44+2,39+2,60+2,45+2,69+2,67+2,68+2,68+2,47+2,62,No,€4.7M,68+2,63,71,3,16,89,64,21,70,68,54,4,High/ Medium
5264,188271,F. Ayité,29,https://cdn.sofifa.org/players/4/19/188271.png,Togo,https://cdn.sofifa.org/flags/144.png,70,70,Fulham,https://cdn.sofifa.org/teams/2/light/144.png,€1.7M,€31K,1811,41,70,35,42,60,Lean,48+2,69+2,66+2,46+2,56+2,65,2022,22,24,32,30,29,7,8,15,7,13,76,70,1,5,"Jul 1, 2018",54,48+2,61+2,69+2,56+2,66+2,46+2,47+2,48+2,43+2,58+2,,62,27,71,37,LCB,35,Right,48+2,61+2,69+2,56+2,66+2,46+2,47+2,48+2,43+2,58+2,65,No,€2.6M,48+2,66,47,2,67,55,65,71,74,48,23,3,Medium/ Medium
5265,190575,F. Zuculini,27,https://cdn.sofifa.org/players/4/19/190575.png,Argentina,https://cdn.sofifa.org/flags/52.png,70,70,Club Atlético Colón,https://cdn.sofifa.org/teams/2/light/110406.png,€1.8M,€8K,1861,50,70,39,52,57,Normal,45+2,68+2,62+2,44+2,49+2,67,2020,38,32,44,31,20,7,12,8,9,7,66,69,1,29,"Jul 1, 2018",60,45+2,61+2,68+2,49+2,62+2,44+2,46+2,44+2,43+2,59+2,,40,22,67,40,CB,22,Left,45+2,61+2,68+2,49+2,62+2,44+2,46+2,44+2,43+2,59+2,66,No,€2.9M,44+2,56,48,2,70,54,57,72,84,45,21,3,Medium/ Medium
5266,198000,J. Morrow,30,https://cdn.sofifa.org/players/4/19/198000.png,United States,https://cdn.sofifa.org/flags/95.png,70,70,Toronto FC,https://cdn.sofifa.org/teams/2/light/111651.png,€1.3M,€5K,1916,46,23,52,63,23,Normal,,,,,,46,,12,14,15,18,16,71,67,66,70,72,13,18,,,,74,,,,,,,,,,,,19,18,17,25,GK,16,Right,,,,,,,,,,,66,No,€1.8M,,25,18,1,16,46,26,13,56,46,16,3,Medium/ Medium
5267,218736,Vítor Gonçalves,26,https://cdn.sofifa.org/players/4/19/218736.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,71,CD Nacional,https://cdn.sofifa.org/teams/2/light/1891.png,€2.1M,€7K,1832,54,54,80,76,74,Normal,69+2,47+2,57+2,66+2,68+2,64,"Dec 31, 2018",68,75,67,78,60,15,12,14,14,6,39,58,1,18,,58,69+2,51+2,47+2,68+2,57+2,66+2,67+2,62+2,66+2,56+2,América de Cali,70,72,41,76,LCM,65,Right,69+2,51+2,47+2,68+2,57+2,66+2,67+2,62+2,66+2,56+2,56,No,,62+2,72,72,3,22,57,74,30,67,80,55,3,High/ Low
5268,223344,Wei Shihao,23,https://cdn.sofifa.org/players/4/19/223344.png,China PR,https://cdn.sofifa.org/flags/155.png,70,75,Beijing Sinobo Guoan FC,https://cdn.sofifa.org/teams/2/light/111768.png,€2.4M,€9K,1759,66,43,71,60,70,Normal,60+2,40+2,41+2,64+2,53+2,71,2019,45,55,59,55,69,5,14,11,5,10,71,15,1,32,"Aug 16, 2018",92,60+2,42+2,40+2,53+2,41+2,64+2,61+2,69+2,62+2,45+2,,35,50,21,73,LS,71,Right,60+2,42+2,40+2,53+2,41+2,64+2,61+2,69+2,62+2,45+2,69,No,€2.5M,69+2,55,75,2,11,73,82,14,92,49,69,3,High/ Medium
5269,197233,A. Diallo,26,https://cdn.sofifa.org/players/4/19/197233.png,Senegal,https://cdn.sofifa.org/flags/136.png,70,74,Stade Rennais FC,https://cdn.sofifa.org/teams/2/light/74.png,€1.6M,€12K,1120,39,76,43,47,49,Normal,42+2,69+2,62+2,41+2,49+2,60,2019,30,27,35,30,16,15,9,9,16,6,73,66,1,16,"Jul 1, 2015",70,42+2,59+2,69+2,49+2,62+2,41+2,42+2,43+2,39+2,56+2,,53,25,72,32,CB,31,Right,42+2,59+2,69+2,49+2,62+2,41+2,42+2,43+2,39+2,56+2,65,No,€2.6M,43+2,57,50,2,68,43,66,70,84,37,18,2,Medium/ High
5270,199537,J. Cuffaut,30,https://cdn.sofifa.org/players/4/19/199537.png,France,https://cdn.sofifa.org/flags/18.png,70,70,Valenciennes FC,https://cdn.sofifa.org/teams/2/light/110456.png,€1.3M,€4K,1749,73,72,71,78,65,Lean,62+2,68+2,68+2,61+2,64+2,71,2019,69,59,60,54,50,9,12,13,16,8,66,70,1,15,"Jul 1, 2014",72,62+2,69+2,68+2,64+2,68+2,61+2,64+2,60+2,63+2,69+2,,66,57,69,55,LB,54,Left,62+2,69+2,68+2,64+2,68+2,61+2,64+2,60+2,63+2,69+2,68,No,€2.7M,60+2,64,61,3,69,73,77,69,69,65,50,2,Medium/ Medium
5271,203889,Y. Touzghar,31,https://cdn.sofifa.org/players/4/19/203889.png,Tunisia,https://cdn.sofifa.org/flags/145.png,70,70,ESTAC Troyes,https://cdn.sofifa.org/teams/2/light/294.png,€1.6M,€6K,1700,47,71,37,35,46,Normal,42+2,69+2,61+2,41+2,48+2,53,"Jun 30, 2019",27,23,42,24,24,15,9,11,15,10,75,67,1,28,,53,42+2,59+2,69+2,48+2,61+2,41+2,42+2,45+2,40+2,56+2,Norwich City,48,32,70,30,RCB,22,Right,42+2,59+2,69+2,48+2,61+2,41+2,42+2,45+2,40+2,56+2,62,No,,45+2,57,49,2,68,52,63,72,90,32,24,2,Medium/ Medium
5272,213105,L. Evans,23,https://cdn.sofifa.org/players/4/19/213105.png,Wales,https://cdn.sofifa.org/flags/50.png,70,75,Wigan Athletic,https://cdn.sofifa.org/teams/2/light/1917.png,€2.3M,€7K,1819,82,51,91,90,73,Normal,69+2,40+2,49+2,68+2,63+2,64,2021,59,71,74,60,59,10,9,13,11,7,49,31,1,20,"Jul 4, 2018",59,69+2,49+2,40+2,63+2,49+2,68+2,68+2,64+2,69+2,52+2,,63,69,28,57,CAM,61,Left,69+2,49+2,40+2,63+2,49+2,68+2,68+2,64+2,69+2,52+2,64,No,€3.4M,64+2,68,65,3,23,81,69,22,54,66,64,3,High/ Low
5273,236145,Luan Sendeiro,26,https://cdn.sofifa.org/players/4/19/236145.png,Brazil,https://cdn.sofifa.org/flags/54.png,70,70,Internacional,https://cdn.sofifa.org/teams/2/light/1048.png,€1.5M,€13K,1820,78,52,75,75,74,Normal,70+2,60+2,66+2,69+2,69+2,62,2022,66,68,75,59,63,12,9,10,8,12,34,68,1,26,"Jul 1, 2018",52,70+2,64+2,60+2,69+2,66+2,69+2,70+2,63+2,70+2,67+2,,67,67,70,73,CM,64,Left,70+2,64+2,60+2,69+2,66+2,69+2,70+2,63+2,70+2,67+2,71,No,€9M,63+2,69,62,3,48,76,66,62,63,73,41,3,High/ Medium
